run_id	source_log	step	loss	resampled
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	39	6.5866098	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	40	6.5687113	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	41	6.5756717	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	42	6.4979987	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	43	6.5430713	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	44	6.6076922	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	45	6.5559669	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	46	6.5516825	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	47	6.5536699	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	48	6.5817232	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	49	6.5708523	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	50	6.559835	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	51	6.4497976	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	52	6.5250177	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	53	6.5378165	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	54	6.5037098	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	55	6.5028162	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	56	6.5025616	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	57	6.5185947	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	58	6.5162377	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	59	6.556879	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	60	6.4729357	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	61	6.4893579	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	62	6.4932966	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	63	6.5246363	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	64	6.544241	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	65	6.5153108	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	66	6.5467038	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	67	6.4826355	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	68	6.4949074	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	69	6.5100565	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	70	6.5362434	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	71	6.5585675	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	72	6.5092239	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	73	6.5512953	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	74	6.5288792	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	75	6.5479841	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	76	6.5795932	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	77	6.5169506	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	78	6.5331149	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	79	6.5259562	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	80	6.6281919	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	81	6.546545	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	82	6.6030984	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	83	6.5852566	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	84	6.5966091	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	85	6.55863	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	86	6.5630102	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	87	6.5430961	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	88	6.5845146	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	89	6.5693941	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	90	6.5638404	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	91	6.6032352	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	92	6.6226783	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	93	6.5499916	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	94	6.551055	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	95	6.4962072	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	96	6.6131458	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	97	6.5878887	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	98	6.5732765	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	99	6.4898353	24
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	100	6.6278267	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	101	6.6435423	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	102	6.600317	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	103	6.6660943	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	104	6.6593809	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	105	6.6220665	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	106	6.6680079	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	107	6.6453886	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	108	6.6349592	0
w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439	/home/qiaosir/projects/compute_vit/archive/residual_logs_gpt_20260510/logs/_gpt/w2_llm_attention_output_n020010_r10_lr5e6_lb1000_20260425_222439.log	109	6.5928459	24
